index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
dog,0.1101,-0.3878,-0.5762,-0.2771,0.7052,0.5399,-1.0786,-0.4015,1.1504,-0.5678,0.0039,0.5288,0.6456,0.4726,0.4855,-0.1841,0.1801,0.9140,-1.1979,-0.5778,-0.3799,0.3361,0.7720,0.7556,0.4551,-1.7671,-1.0503,0.4257,0.4189,-0.6833,1.5673,0.2769,-0.6171,0.6464,-0.0770,0.3712,0.1308,-0.4514,0.2540,-0.7439,-0.0862,0.2407,-0.6482,0.8355,1.2502,-0.5138,0.0422,-0.8812,0.7158,0.3852
